class,name,ref_count,last_modified,bloat_candidate,notes
skill,context-authoring,43,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/context-authoring/SKILL.md
skill,context-document,23,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/context-document/SKILL.md
skill,conventional-commits-writing,86,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/conventional-commits-writing/SKILL.md
skill,copilot-agents-optimization,52,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/copilot-agents-optimization/SKILL.md
skill,copilot-config,98,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/copilot-config/SKILL.md
skill,dashboard-design,49,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/dashboard-design/SKILL.md
skill,data-flow-mapper,95,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/data-flow-mapper/SKILL.md
skill,data-handling-judgment,69,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/data-handling-judgment/SKILL.md
skill,database,1770,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/database/SKILL.md
skill,decision-record,145,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/decision-record/SKILL.md
skill,deep-reading-analyst,126,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/deep-reading-analyst/SKILL.md
skill,defense-in-depth,70,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/defense-in-depth/SKILL.md
skill,dependency-upgrade,35,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/dependency-upgrade/SKILL.md
skill,description-assist,88,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/description-assist/SKILL.md
skill,design-review,195,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/design-review/SKILL.md
skill,devcontainer,150,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/devcontainer/SKILL.md
skill,developer-like-execution,66,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/developer-like-execution/SKILL.md
skill,doc-coauthoring,52,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/doc-coauthoring/SKILL.md
skill,docker,639,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/docker/SKILL.md
skill,error-handling-patterns,49,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/error-handling-patterns/SKILL.md
skill,existing-ui-audit,349,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/existing-ui-audit/SKILL.md
skill,fe-design,149,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/fe-design/SKILL.md
skill,file-editor,58,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/file-editor/SKILL.md
skill,finishing-a-development-branch,87,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/finishing-a-development-branch/SKILL.md
skill,form-handler,42,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/form-handler/SKILL.md
skill,git-workflow,104,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/git-workflow/SKILL.md
skill,github-ci,38,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/github-ci/SKILL.md
skill,grafana,80,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/grafana/SKILL.md
skill,guideline-writing,61,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/guideline-writing/SKILL.md
skill,incident-commander,45,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/incident-commander/SKILL.md
skill,jira-integration,50,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/jira-integration/SKILL.md
skill,judge-bug-hunter,155,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/judge-bug-hunter/SKILL.md
skill,judge-code-quality,116,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/judge-code-quality/SKILL.md
skill,judge-security-auditor,159,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/judge-security-auditor/SKILL.md
skill,judge-test-coverage,167,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/judge-test-coverage/SKILL.md
skill,learning-to-rule-or-skill,158,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/learning-to-rule-or-skill/SKILL.md
skill,lint-skills,349,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/lint-skills/SKILL.md
skill,logging-monitoring,57,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/logging-monitoring/SKILL.md
skill,markitdown,298,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/markitdown/SKILL.md
skill,mcp,3701,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/mcp/SKILL.md
skill,mcp-builder,58,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/mcp-builder/SKILL.md
skill,md-language-check,54,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/md-language-check/SKILL.md
skill,memory-consolidation,61,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/memory-consolidation/SKILL.md
skill,merge-conflicts,29,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/merge-conflicts/SKILL.md
skill,migration-architect,56,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/migration-architect/SKILL.md
skill,mobile-e2e-strategy,44,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/mobile-e2e-strategy/SKILL.md
skill,module-detect-on-the-fly,14,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/module-detect-on-the-fly/SKILL.md
skill,module-management,70,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/module-management/SKILL.md
skill,multi-tenancy,93,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/multi-tenancy/SKILL.md
skill,openapi,156,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/openapi/SKILL.md
skill,override-management,57,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/override-management/SKILL.md
skill,performance,1609,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/performance/SKILL.md
skill,performance-analysis,58,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/performance-analysis/SKILL.md
skill,persona-writing,43,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/persona-writing/SKILL.md
skill,playwright-architect,32,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/playwright-architect/SKILL.md
skill,playwright-testing,77,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/playwright-testing/SKILL.md
skill,privacy-review,111,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/privacy-review/SKILL.md
skill,project-analysis-core,59,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/project-analysis-core/SKILL.md
skill,project-analysis-hypothesis-driven,36,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/project-analysis-hypothesis-driven/SKILL.md
skill,project-analyzer,60,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/project-analyzer/SKILL.md
skill,project-docs,51,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/project-docs/SKILL.md
skill,prompt-engineering-patterns,43,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/prompt-engineering-patterns/SKILL.md
skill,prompt-optimizer,95,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/prompt-optimizer/SKILL.md
skill,quality-tools,209,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/quality-tools/SKILL.md
skill,readme-reviewer,34,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/readme-reviewer/SKILL.md
skill,readme-writing,102,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/readme-writing/SKILL.md
skill,readme-writing-package,48,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/readme-writing-package/SKILL.md
skill,receiving-code-review,71,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/receiving-code-review/SKILL.md
skill,refine-prompt,359,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/refine-prompt/SKILL.md
skill,repomix-packer,40,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/repomix-packer/SKILL.md
skill,requesting-code-review,66,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/requesting-code-review/SKILL.md
skill,review-routing,189,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/review-routing/SKILL.md
skill,risk-officer,67,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/risk-officer/SKILL.md
skill,roadmap-management,86,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/roadmap-management/SKILL.md
skill,roadmap-writing,72,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/roadmap-writing/SKILL.md
skill,rtk-output-filtering,75,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/rtk-output-filtering/SKILL.md
skill,rule-refactor,42,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/rule-refactor/SKILL.md
skill,rule-writing,120,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/rule-writing/SKILL.md
skill,script-writing,37,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/script-writing/SKILL.md
skill,secrets-management,46,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/secrets-management/SKILL.md
skill,security,1879,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/security/SKILL.md
skill,security-audit,299,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/security-audit/SKILL.md
skill,sentry-integration,34,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/sentry-integration/SKILL.md
skill,sequential-thinking,35,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/sequential-thinking/SKILL.md
skill,skill-improvement-pipeline,66,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/skill-improvement-pipeline/SKILL.md
skill,skill-management,59,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/skill-management/SKILL.md
skill,skill-reviewer,114,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/skill-reviewer/SKILL.md
skill,skill-writing,168,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/skill-writing/SKILL.md
skill,sql-writing,57,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/sql-writing/SKILL.md
skill,subagent-orchestration,334,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/subagent-orchestration/SKILL.md
skill,systematic-debugging,142,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/systematic-debugging/SKILL.md
skill,tailwind-engineer,59,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/tailwind-engineer/SKILL.md
skill,tech-debt-tracker,23,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/tech-debt-tracker/SKILL.md
skill,terraform,143,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/terraform/SKILL.md
skill,terragrunt,62,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/terragrunt/SKILL.md
skill,test-driven-development,131,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/test-driven-development/SKILL.md
skill,test-performance,43,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/test-performance/SKILL.md
skill,testing-anti-patterns,143,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/testing-anti-patterns/SKILL.md
skill,threat-modeling,293,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/threat-modeling/SKILL.md
skill,token-optimizer,128,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/token-optimizer/SKILL.md
skill,traefik,90,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/traefik/SKILL.md
skill,ui-component-architect,43,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/ui-component-architect/SKILL.md
skill,universal-project-analysis,82,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/universal-project-analysis/SKILL.md
skill,upstream-contribute,144,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/upstream-contribute/SKILL.md
skill,using-git-worktrees,57,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/using-git-worktrees/SKILL.md
skill,validate-feature-fit,123,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/validate-feature-fit/SKILL.md
skill,verify-completion-evidence,81,2026-05-26,N,packages/core/.agent-src.uncondensed/skills/verify-completion-evidence/SKILL.md
trust_level,advisory,39,2026-05-26,N,trust enum value
trust_level,core,556,2026-05-26,N,trust enum value
trust_level,experimental,59,2026-05-26,N,trust enum value
trust_level,professional,95,2026-05-26,N,trust enum value
trust_level,restricted,13,2026-05-26,N,trust enum value
